volantino,insegna,categoria,prodotto,formato,quantita,unita,prezzo,prezzo_unita,dal,al,note
bennetextra24,Bennet,Pane,Fette biscottate senza zuccheri aggiunti o multicereali – Misura,320 g,0.32,al kg,1.59,4.969,2026-09-24,2026-10-04,"−15% SOLO CON LA CARTA BENNET CLUB, prima 1,88. Sono fette biscottate."
bennetextra24,Bennet,Pasta,Pasta Venere integrale formati vari – Riso Scotti,400 g,0.4,al kg,1.69,4.225,2026-09-24,2026-10-04,"−26% SOLO CON LA CARTA BENNET CLUB, prima 2,29. Pasta di grano e riso Venere."
bennetextra24,Bennet,Pasta,Pasta formati vari – Barilla,1 kg,1,al kg,1.09,1.090,2026-09-24,2026-10-04,"−41% SOLO CON LA CARTA BENNET CLUB, prima 1,86."
bennetextra24,Bennet,Pasta,Pasta integrale formati vari – La Molisana,500 g,0.5,al kg,0.99,1.980,2026-09-24,2026-10-04,"−40% SOLO CON LA CARTA BENNET CLUB, prima 1,65."
bennetextra24,Bennet,Patate,Patatine We Love Croccanti surgelate – Pizzoli,750 g,0.75,al kg,1.59,2.120,2026-09-24,2026-10-04,"−36% SOLO CON LA CARTA BENNET CLUB, prima 2,49. Sono patatine fritte surgelate, non patate fresche."
bennetextra24,Bennet,Pizza,Pizza La Alta Margherita surgelata – Buitoni,375 g,0.375,al kg,2.44,6.507,2026-09-24,2026-10-04,"−30% SOLO CON LA CARTA BENNET CLUB, prima 3,49."
bennetextra24,Bennet,Ricotta,Ricotta tradizionale in cestello – Vallelata,280 g,0.28,al kg,1.90,6.786,2026-09-24,2026-10-04,
bennetextra24,Bennet,Riso,Risotto pronto tipi vari – Knorr,175 g,0.175,al kg,1.59,9.086,2026-09-24,2026-10-04,"−20% SOLO CON LA CARTA BENNET CLUB, prima 1,99. È un risotto pronto da cuocere, non riso semplice."
bennetextra24,Bennet,Spalmabili,"Crema Bel Paese, 8 formaggini – Galbani",175 g,0.175,al kg,1.19,6.800,2026-09-24,2026-10-04,"−25% SOLO CON LA CARTA BENNET CLUB, prima 1,59."
bennetextra24,Bennet,Sughi,Gran Ragù – Star,300 g (3 × 100 g),0.3,al kg,2.70,9.000,2026-09-24,2026-10-04,"−20% SOLO CON LA CARTA BENNET CLUB, prima 3,38."
bennetextra24,Bennet,Tonno,Filetti di tonno all'olio di oliva – Rio Mare,250 g,0.25,al kg,6.24,24.960,2026-09-24,2026-10-04,"−25% SOLO CON LA CARTA BENNET CLUB, prima 8,32."
bennetextra24,Bennet,Tonno,Tonno all'olio di oliva – Rio Mare,560 g (7 × 80 g),0.56,al kg,10.49,18.732,2026-09-24,2026-10-04,"−30% SOLO CON LA CARTA BENNET CLUB, prima 14,99."
bennetextra24,Bennet,Vino,Umbria Rosso IGT o Spumante Brut – Vipra,750 ml,0.75,al litro,4.19,5.587,2026-09-24,2026-10-04,"−30% SOLO CON LA CARTA BENNET CLUB, prima 5,99."
carriper15,Carrefour Iper,Cioccolato,Tavolette nocciolato – Milka,95 g,0.095,al kg,1.29,13.579,2026-09-24,2026-09-27,"«96 ore scontate», valido solo dal 24 al 27 settembre, non per tutto il volantino. −40%, prima 2,15."
conad24,Conad,Acqua,Acqua minerale naturale – Uliveto,"1,5 litri",1.5,al litro,0.45,0.300,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 0,59, cioè 0,40 al litro."
conad24,Conad,Acqua,"Acqua minerale – Sant'Anna, naturale o frizzante","1,5 litri",1.5,al litro,0.35,0.233,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 0,54, cioè 0,36 al litro."
conad24,Conad,Affettati,"Affettati – Conad Piacersi, vari tipi (per esempio petto di pollo al forno)",100 g,0.1,al kg,1.39,13.900,2026-09-24,2026-10-07,"È un affettato di petto di pollo al forno, carne italiana; gli altri tipi della linea allo stesso prezzo."
conad24,Conad,Affettati,Petto di tacchino al forno – Kometa,all'etto,0.1,al kg,1.99,19.900,2026-09-24,2026-10-07,Al banco.
conad24,Conad,Affettati,Roast beef di fesa all'inglese – Conad,all'etto,0.1,al kg,3.49,34.900,2026-09-24,2026-10-07,"Al banco, già cotto."
conad24,Conad,Asciugatutto,"Asciugatutto superfici lucide – Conad, extra large, 100 strappi",1 rotolo,1,al rotolo,1.99,1.990,2026-09-24,2026-10-07,«Bassi e fissi». È per vetri e superfici lucide.
conad24,Conad,Asciugatutto,Carta da cucina Quanto Basta – Scottex,2 maxi rotoli,2,al rotolo,2.19,1.095,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Sconto del 40%: senza tessera 3,66."
conad24,Conad,Bagnoschiuma,"Bagnodoccia – Palmolive, vari tipi",500 ml,0.5,al litro,2.24,4.480,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Sconto del 30%: senza tessera 3,20, cioè 6,40 al litro."
conad24,Conad,Bibite,"Bevanda 100% a base di frutta – Yoga, vari tipi",1 litro,1,al litro,1.55,1.550,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 1,75."
conad24,Conad,Bibite,"Bevanda alla frutta Vit – Conad, vari tipi","1,5 litri",1.5,al litro,1.54,1.027,2026-09-24,2026-10-07,"«Bassi e fissi». Il volantino stampa 1,03 al litro."
conad24,Conad,Birra,"Birra 11 Paralleli – Conad, bionda",990 ml (3 × 330 ml),0.99,al litro,2.10,2.121,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,40, cioè 2,43 al litro."
conad24,Conad,Birra,Birra – Bavaria,660 ml,0.66,al litro,1.09,1.652,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 1,29, cioè 1,96 al litro."
conad24,Conad,Biscotti,"Baiocchi – Mulino Bianco, nocciola e cacao o pistacchio",260 g,0.26,al kg,2.49,9.577,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,79, cioè 10,74 al kg."
conad24,Conad,Biscotti,Biscotti Cuor di Mela – Mulino Bianco,300 g,0.3,al kg,1.99,6.633,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,49, cioè 8,30 al kg."
conad24,Conad,Biscotti,"Biscotti Il Granturchese – Colussi, classici",800 g,0.8,al kg,2.99,3.738,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 3,45, cioè 4,32 al kg."
conad24,Conad,Biscotti,"Biscotti Ringo – Pavesi, vari tipi, 6 porzioni",330 g,0.33,al kg,2.49,7.545,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,89, cioè 8,76 al kg."
conad24,Conad,Biscotti,"Biscotti – Mulino Bianco, vari tipi (per esempio Abbracci)",330 g,0.33,al kg,1.89,5.727,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,49. Formati da 330 o 350 g allo stesso prezzo: il conto è sul più piccolo (5,73 al kg)."
conad24,Conad,Bresaola,Bresaola della Valtellina IGP – Sapori&Dintorni Conad,all'etto,0.1,al kg,3.69,36.900,2026-09-24,2026-10-07,Al banco.
conad24,Conad,Caffè,Caffè macinato fresco – Kimbo,500 g (2 × 250 g),0.5,al kg,6.99,13.980,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 10,68, cioè 21,36 al kg."
conad24,Conad,Caffè,"Capsule caffè espresso compatibili Nespresso – Conad, 10 capsule",50 g,0.05,al kg,2.39,47.800,2026-09-24,2026-10-07,"«Bassi e fissi». 0,24 a capsula. Il volantino stampa 4,78 all'etto."
conad24,Conad,Calamari,Totani,al kg,1,al kg,8.90,8.900,2026-09-24,2026-10-07,Solo nei punti vendita con reparto pescheria.
conad24,Conad,Carta igienica,Carta igienica La Maxi – Scottex,4 rotoli maxi,4,al rotolo,2.99,0.748,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 3,99. Sulla confezione c'è scritto che 4 maxi valgono 12 rotoli normali: il conto è sui 4 rotoli veri."
conad24,Conad,Carta igienica,Carta igienica salvaspazio – Conad,10 rotoli,10,al rotolo,2.79,0.279,2026-09-24,2026-10-07,«Bassi e fissi».
conad24,Conad,Cereali,"Cereali Krave – Kellogg's, vari tipi (per esempio nocciole)",410 g,0.41,al kg,2.82,6.878,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 3,15, cioè 7,69 al kg."
conad24,Conad,Cereali,Muesli alla frutta biologico – Conad Verso Natura,375 g,0.375,al kg,2.85,7.600,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 3,19, cioè 8,51 al kg."
conad24,Conad,Cioccolato,"Cioccolato -30% di zuccheri – Novi, vari tipi (per esempio al latte)",100 g,0.1,al kg,2.19,21.900,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,59."
conad24,Conad,Cioccolato,"Cioccolato Nero Nero – Novi, vari tipi (per esempio 88% cacao extra fondente)",75 g,0.075,al kg,2.09,27.867,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,39, cioè 31,87 al kg. Il volantino stampa 2,79 all'etto."
conad24,Conad,Cioccolato,Mini fondente Nero Nero (per esempio 88% cacao) – Novi,140 g,0.14,al kg,3.90,27.857,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 4,49, cioè 32,08 al kg. Il volantino stampa 27,86 al kg."
conad24,Conad,Conserve,Filetti di alici in olio di oliva – Delicius,150 g,0.15,al kg,5.99,39.933,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 6,69, cioè 44,60 al kg. Il conto è sul peso del vasetto, come fa il volantino."
conad24,Conad,Conserve,"Filetto di salmone all'olio di oliva o al naturale – Conad, in scatola",150 g,0.15,al kg,3.35,22.333,2026-09-24,2026-10-07,"«Bassi e fissi». In scatola. Il volantino stampa 22,34 al kg."
conad24,Conad,Creme,"CremaNovi fondente, 45% nocciole, senza latte",200 g,0.2,al kg,4.90,24.500,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 5,49, cioè 27,45 al kg. Il volantino stampa 24,50 al kg."
conad24,Conad,Formaggio,Bra tenero DOP – Caseificio Rabbia,all'etto,0.1,al kg,1.29,12.900,2026-09-24,2026-10-07,Al banco. Formaggio del territorio.
conad24,Conad,Formaggio,"Caprino pura capra – Caseificio dell'Alta Langa, take away",all'etto,0.1,al kg,1.65,16.500,2026-09-24,2026-10-07,Formaggio del territorio.
conad24,Conad,Formaggio,"Finette classiche senza lattosio – Conad Alimentum, 6 fette",150 g,0.15,al kg,1.10,7.333,2026-09-24,2026-10-07,"Formaggio fuso a fette. Il volantino stampa 7,34 al kg."
conad24,Conad,Formaggio,Fiocchi di latte senza lattosio – Conad Piacersi,200 g,0.2,al kg,1.09,5.450,2026-09-24,2026-10-07,"Il volantino stampa 5,45 al kg."
conad24,Conad,Formaggio,Formaggio Maasdam – Conad,all'etto,0.1,al kg,0.99,9.900,2026-09-24,2026-10-07,Al banco. «Bassi e fissi».
conad24,Conad,Formaggio,Formaggio Toma piemontese DOP – Caseificio Rosso,all'etto,0.1,al kg,1.29,12.900,2026-09-24,2026-10-07,Al banco.
conad24,Conad,Formaggio,"Formaggio a fette Freschi & Convenienti – Conad, vari tipi (per esempio maasdam, 8 fette)",200 g,0.2,al kg,2.39,11.950,2026-09-24,2026-10-07,"«Bassi e fissi». Il volantino dà il prezzo sull'esempio del maasdam da 200 g (11,95 al kg): gli altri tipi hanno pesi loro."
conad24,Conad,Formaggio,Gorgonzola dolce DOP – Sapori&Dintorni Conad,all'etto,0.1,al kg,0.99,9.900,2026-09-24,2026-10-07,Al banco.
conad24,Conad,Frutta,Banane – Conad Percorso Qualità,al kg,1,al kg,1.27,1.270,2026-09-24,2026-10-07,Categoria I.
conad24,Conad,Frutta,Ficodindia dell'Etna DOP – Sapori&Dintorni Conad,800 g,0.8,al kg,2.17,2.712,2026-09-24,2026-10-07,"Il volantino stampa 2,72 al kg."
conad24,Conad,Frutta,"Mele Sweetango – Melinda, calibro 73/78",al kg,1,al kg,1.25,1.250,2026-09-24,2026-10-07,"Sconto del 30%: prima 1,79. Origine Italia."
conad24,Conad,Frutta,Susine Metis – Sapori&Idee Conad,500 g,0.5,al kg,1.47,2.940,2026-09-24,2026-10-07,"Prodotto italiano. Il volantino stampa 2,94 al kg."
conad24,Conad,Frutta,Uva Palieri – Conad Percorso Qualità,al kg,1,al kg,2.47,2.470,2026-09-24,2026-10-07,"Origine Italia, categoria I."
conad24,Conad,Frutta,Uva Pizzutella – Conad Percorso Qualità,al kg,1,al kg,2.97,2.970,2026-09-24,2026-10-07,"Origine Italia, categoria I."
conad24,Conad,Frutta,Uva Red Globe – Conad Percorso Qualità,al kg,1,al kg,2.47,2.470,2026-09-24,2026-10-07,"Origine Italia, categoria I."
conad24,Conad,Frutta,Uva bianca senza semi – Almaverde Bio,500 g,0.5,al kg,2.18,4.360,2026-09-24,2026-10-07,"Biologica, origine Italia. Il volantino stampa 4,36 al kg."
conad24,Conad,Frutta,Uva senza semi mix bicolore – Conad Percorso Qualità,500 g,0.5,al kg,1.77,3.540,2026-09-24,2026-10-07,"Prodotto italiano. Il volantino stampa 3,54 al kg."
conad24,Conad,Gamberi,Code di mazzancolle tropicali sgusciate cotte,al kg,1,al kg,23.90,23.900,2026-09-24,2026-10-07,Solo nei punti vendita con reparto pescheria.
conad24,Conad,Gelato,Gelato Nutella,230 g,0.23,al kg,3.39,14.739,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 4,99, cioè 21,70 al kg."
conad24,Conad,Gelato,"Gelato pralinato alla vaniglia con amarena – Conad, 6 pezzi",360 g,0.36,al kg,2.99,8.306,2026-09-24,2026-10-07,"«Bassi e fissi». Il volantino stampa 8,31 al kg."
conad24,Conad,Grana,"Formaggio Trentingrana DOP – Sapori&Dintorni Conad, stagionatura minima 20 mesi",all'etto,0.1,al kg,1.69,16.900,2026-09-24,2026-10-07,Al banco. È un grana del Trentino.
conad24,Conad,Grana,Grana Padano DOP grattugiato – Conad,100 g,0.1,al kg,1.79,17.900,2026-09-24,2026-10-07,«Bassi e fissi».
conad24,Conad,Latte,Latte UHT parzialmente scremato Bontà e Linea – Parmalat,1 litro,1,al litro,0.95,0.950,2026-09-24,2026-10-07,
conad24,Conad,Latte,"Latte UHT senza lattosio – Conad Piacersi, vari tipi",1 litro,1,al litro,1.19,1.190,2026-09-24,2026-10-07,Latte italiano.
conad24,Conad,Lavastoviglie,"Detersivo per lavastoviglie Tutto in 1 – Pril, gel (3 × 1,89 litri) o caps",76 lavaggi,76,a lavaggio,8.99,0.118,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 16,99. Stesso prezzo per il gel da 105 lavaggi (3 flaconi da 35) o le 76 caps: il conto è sulle caps, che sono di meno."
conad24,Conad,Lavatrice,"Detersivo liquido per lavatrice – ACE, vari tipi","1,9 litri, 38 lavaggi",38,a lavaggio,3.24,0.085,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Sconto del 50%: senza tessera 6,49, cioè 0,17 a lavaggio. Il volantino stampa 0,09 a lavaggio."
conad24,Conad,Manzo,Fettine di anteriore di bovino adulto – Conad Percorso Qualità,al kg,1,al kg,17.59,17.590,2026-09-24,2026-10-07,
conad24,Conad,Manzo,Macinato di bovino adulto – Conad Percorso Qualità,al kg,1,al kg,9.90,9.900,2026-09-24,2026-10-07,
conad24,Conad,Manzo,Polpa di anteriore di bovino adulto – Conad Percorso Qualità,al kg,1,al kg,16.69,16.690,2026-09-24,2026-10-07,
conad24,Conad,Manzo,Spezzatino di bovino adulto – Conad Percorso Qualità,al kg,1,al kg,15.99,15.990,2026-09-24,2026-10-07,
conad24,Conad,Marmellata,"Confettura light senza zuccheri aggiunti – Hero, vari tipi",280 g,0.28,al kg,1.95,6.964,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,19, cioè 7,83 al kg."
conad24,Conad,Merendine,"Il Cornetto classico – Mulino Bianco, 6 pezzi",240 g,0.24,al kg,2.19,9.125,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,49, cioè 10,38 al kg."
conad24,Conad,Merendine,"Pandorì – Bauli, vari tipi (per esempio classici)",150 g,0.15,al kg,1.77,11.800,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Sconto del 20%: senza tessera 2,22, cioè 14,80 al kg."
conad24,Conad,Mortadella,"Affettati take away – Sapori&Dintorni Conad, vari tipi (per esempio mortadella)",120 g,0.12,al kg,2.69,22.417,2026-09-24,2026-10-07,"Il volantino dà il prezzo sull'esempio della mortadella da 120 g (22,42 al kg): gli altri affettati hanno pesi loro."
conad24,Conad,Mozzarella,"Mozzarella Santa Lucia – Galbani, Tris",375 g (3 × 125 g),0.375,al kg,2.69,7.173,2026-09-24,2026-10-07,"Il volantino stampa 7,18 al kg."
conad24,Conad,Mozzarella,Mozzarella di bufala campana DOP – Garofalo,300 g (3 × 100 g),0.3,al kg,3.00,10.000,2026-09-24,2026-10-07,"Il volantino stampa 10,00 al kg."
conad24,Conad,Olio d'oliva,"Olio extra vergine di oliva Granfruttato – Monini, 100% italiano",750 ml,0.75,al litro,5.99,7.987,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 9,99, cioè 13,32 al litro. Il volantino stampa 7,99 al litro."
conad24,Conad,Olio d'oliva,Olio extra vergine di oliva classico – Conad,1 litro,1,al litro,4.39,4.390,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 6,49."
conad24,Conad,Olio di semi,Prodotto per friggere – Friol,1 litro,1,al litro,2.39,2.390,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,99."
conad24,Conad,Panati,"Bastoncini di filetti di merluzzo – Frosta, 15 pezzi",450 g,0.45,al kg,4.39,9.756,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 6,24, cioè 13,87 al kg."
conad24,Conad,Panati,"Burger – Findus, vari tipi (per esempio di salmone con limone e aneto), 2 pezzi",170 g,0.17,al kg,3.49,20.529,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Sconto del 30%: senza tessera 4,99, cioè 29,36 al kg. Il volantino stampa 20,53 al kg."
conad24,Conad,Pancetta,Guanciale in stick – Negroni,100 g,0.1,al kg,1.45,14.500,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,07, cioè 20,70 al kg."
conad24,Conad,Pane,Base pinsa Selezione Forno,500 g,0.5,al kg,3.98,7.960,2026-09-24,2026-10-07,"È una base da farcire. Il volantino stampa 7,96 al kg."
conad24,Conad,Pane,"Fette biscottate – Mulino Bianco, dorate o integrali, 72 fette",630 g,0.63,al kg,1.99,3.159,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,45, cioè 3,89 al kg."
conad24,Conad,Pane,"Focaccia con olio extra vergine di oliva – Conad, farina 100% italiana",135 g,0.135,al kg,1.90,14.074,2026-09-24,2026-10-07,"Il volantino dà il prezzo sull'esempio della focaccia all'olio da 135 g (14,08 al kg): ci sono altri tipi e pesi."
conad24,Conad,Pane,"Gran Bauletto – Mulino Bianco, integrale, rustico o campagnolo (per esempio integrale)",465 g,0.465,al kg,1.95,4.194,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,89, cioè 6,22 al kg. Il volantino dà il prezzo sull'esempio dell'integrale da 465 g."
conad24,Conad,Pane,"Linea Wasa, vari tipi (per esempio Crunchy Twist semi di lino e papavero)",245 g,0.245,al kg,1.98,8.082,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 3,15, cioè 12,86 al kg. Il volantino dà il prezzo sull'esempio del Crunchy Twist da 245 g."
conad24,Conad,Pane,Pane per sandwich – Conad,550 g,0.55,al kg,1.39,2.527,2026-09-24,2026-10-07,"«Bassi e fissi». Il volantino stampa 2,53 al kg."
conad24,Conad,Pane,Pinsata Savini,230 g,0.23,al kg,1.98,8.609,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,75, cioè 11,96 al kg."
conad24,Conad,Pasta,Lasagne fresche all'uovo Sfogliavelo – Giovanni Rana,250 g,0.25,al kg,1.69,6.760,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,09, cioè 8,36 al kg."
conad24,Conad,Pasta,"Pasta all'uovo – Sapori&Idee Conad, vari tipi (fettuccine, tagliatelle)",500 g,0.5,al kg,2.19,4.380,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,82, cioè 5,64 al kg. Ingredienti 100% italiani."
conad24,Conad,Pasta,"Pasta di legumi biologica – Conad Piacersi, vari tipi",250 g,0.25,al kg,1.45,5.800,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,05, cioè 8,20 al kg. È pasta di lenticchie o piselli, non di grano."
conad24,Conad,Pasta,"Pasta di semola – La Molisana, vari tipi",500 g,0.5,al kg,0.75,1.500,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 1,45, cioè 2,90 al kg."
conad24,Conad,Pasta,"Pasta fresca di semola di grano duro italiano – Conad, trofie o orecchiette",500 g,0.5,al kg,1.39,2.780,2026-09-24,2026-10-07,"«Bassi e fissi». Il volantino stampa 2,78 al kg."
conad24,Conad,Pasta,"Pasta fresca ripiena Sfoglia sottile – Conad, vari tipi",250 g,0.25,al kg,1.58,6.320,2026-09-24,2026-10-07,"Il volantino stampa 6,32 al kg."
conad24,Conad,Patate,"Patate gialle Naturella Ruggiero, saporite al forno e vapore","1,5 kg",1.5,al kg,2.17,1.447,2026-09-24,2026-10-07,"Origine Italia. Il volantino stampa 1,45 al kg."
conad24,Conad,Pesce,Filetti di branzino o di orata – Conad,250 g,0.25,al kg,4.98,19.920,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 7,45, cioè 29,80 al kg. Surgelati."
conad24,Conad,Pesce,"Ombrina – Conad Percorso Qualità, allevata in Italia",al kg,1,al kg,12.90,12.900,2026-09-24,2026-10-07,Solo nei punti vendita con reparto pescheria.
conad24,Conad,Pesce,Rondelle di polpo – Sapori&Idee Conad,200 g,0.2,al kg,7.90,39.500,2026-09-24,2026-10-07,"Solo nei punti vendita con reparto pescheria. Il volantino stampa 39,50 al kg."
conad24,Conad,Pesce,"Trota iridea salmonata – Conad Percorso Qualità, allevata in Italia",al kg,1,al kg,6.90,6.900,2026-09-24,2026-10-07,"Solo nei punti vendita con reparto pescheria. Sconto del 30%: prima 9,86."
conad24,Conad,Pesce,Vongole lupini del mar Adriatico,al kg,1,al kg,5.98,5.980,2026-09-24,2026-10-07,Solo nei punti vendita con reparto pescheria.
conad24,Conad,Pizza,"Pizza La Rettangolare – Conad, vari tipi (per esempio 4 formaggi)",365 g,0.365,al kg,3.49,9.562,2026-09-24,2026-10-07,"«Bassi e fissi». Il volantino dà il prezzo sull'esempio della 4 formaggi da 365 g (9,57 al kg)."
conad24,Conad,Pollo,Fusi o sovracosce di pollo – Conad Percorso Qualità,al kg,1,al kg,5.39,5.390,2026-09-24,2026-10-07,Carne italiana.
conad24,Conad,Pollo,Petto di pollo a fette – Conad Percorso Qualità,al kg,1,al kg,10.19,10.190,2026-09-24,2026-10-07,"Sconto del 40%: prima 16,99. Carne italiana."
conad24,Conad,Pomodoro,"Passata di pomodoro – Mutti, 100% italiano",700 g,0.7,al kg,0.99,1.414,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 1,75, cioè 2,50 al kg. Il volantino stampa 1,42 al kg."
conad24,Conad,Pomodoro,Polpa finissima Il Polposissimo – Petti,800 g (2 × 400 g),0.8,al kg,1.98,2.475,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 2,72, cioè 3,40 al kg."
conad24,Conad,Pomodoro,Pomodori pelati biologici – Conad Verso Natura,400 g,0.4,al kg,0.75,1.875,2026-09-24,2026-10-07,"Solo con la Carta Insieme Conad. Senza tessera 0,99, cioè 2,48 al kg."
conad24,Conad,Preparati,Bombette di suino con bacon e formaggio – Conad,200 g,0.2,al kg,2.19,10.950,2026-09-24,2026-10-07,"Sconto del 30%: prima 3,14. Il volantino stampa 10,95 al kg."
conad24,Conad,Preparati,"Bon Roll – AIA, classico o con speck",680 g,0.68,al kg,6.95,10.221,2026-09-24,2026-10-07,"Sconto del 40%: prima 11,59. È un arrosto di tacchino. Il volantino stampa 10,23 al kg."
conad24,Conad,Preparati,Cotolette con filetti di pollo – Gustosamente Conad,all'etto,0.1,al kg,1.49,14.900,2026-09-24,2026-10-07,"Al banco, già pronte."
conad24,Conad,Preparati,Hamburger di Chianina – Sapori&Dintorni Conad,200 g (2 × 100 g),0.2,al kg,4.79,23.950,2026-09-24,2026-10-07,"Il volantino stampa 23,95 al kg."
